"Author","Title","Category"
"DiBene II","Power Integrity for Electrical and Computer Engine","Physical Sciences & Engineering"
"Khan","DSP Software Design for Embedded Systems: Solution","Physical Sciences & Engineering"
"Bajpai","Reinforced Polymer Composites - Processing, Charac","Physical Sciences & Engineering"
"P?rez Font n","Simulating the Radio Propagation Channel with MATL","Physical Sciences & Engineering"
"Guo","Carbon Dioxide Capture, Storage, and Utilization","Physical Sciences & Engineering"
"Jetter","Vertical External Cavity Surface Emitting Lasers- ","Physical Sciences & Engineering"
"Malakooti","Risk and Decision Systems with Multiple Objectives","Physical Sciences & Engineering"
"Rolt","Optical Engineering Science","Physical Sciences & Engineering"
"Bakin","Electrical Engineering for Buildings: A Complete G","Physical Sciences & Engineering"
"Bruton","Photovoltaics from Milliwatts to Gigawatts: Unders","Physical Sciences & Engineering"
"Venayagamoorthy","Computational Intelligence in Electric Power Trans","Physical Sciences & Engineering"
"Moon","Three-Dimensional Real Time Microbial Sensing and ","Physical Sciences & Engineering"
"Mahulea","Path Planning and Control of Cooperative Mobile Ro","Physical Sciences & Engineering"
"Kumar","Microwave Radiation Through Apertures - Theory and","Physical Sciences & Engineering"
"Logothetis","Efficient Multirate Teletraffic Loss Models Beyond","Physical Sciences & Engineering"
"Ross","Soft Biometrics: Attribute-based Human Recognition","Physical Sciences & Engineering"
"Dong","Laser-Based Remanufacturing","Physical Sciences & Engineering"
"Luo","Gamification: Games, Enabling Technologies, and Ap","Physical Sciences & Engineering"
"H?st","Information Theory and Communication Engineering","Physical Sciences & Engineering"
"Bath","Lead-free Soldering Process Development and Reliab","Physical Sciences & Engineering"
"Cook","Mobile Robots: Navigation, Control and Sensing, Su","Physical Sciences & Engineering"
"Li","Locational Marginal Pricing (LMP) in Electricity M","Physical Sciences & Engineering"
"Novozhilov","Theory of Solid-Propellant Nonsteady Combustion","Physical Sciences & Engineering"
"Samama","Indoor Positioning: Technologies and Performance","Physical Sciences & Engineering"
"Tschofenig","Diameter: New Generation AAA Protocol - Design, Pr","Physical Sciences & Engineering"
"Bi","Peterson's Stress Concentration Factors, Fourth Ed","Physical Sciences & Engineering"
"Heimburger","Japan and Natural Disasters: Prevention and Risk M","Physical Sciences & Engineering"
"Jahnke","Continuous Emission Monitoring, Third Edition","Physical Sciences & Engineering"
"Chopra","Earthquake Analysis, Response, Design and Safety E","Physical Sciences & Engineering"
"Zio","Reliability Analysis, Safety Assessment and Optimi","Physical Sciences & Engineering"
"Ozdemir","Inverse Synthetic Aperture Radar Imaging With MATL","Physical Sciences & Engineering"
"Lu","2D Materials-Based NEMS Sensors and Actuators","Physical Sciences & Engineering"
"Mottershead","Handbook of Salient Pole Generators: Operation and","Physical Sciences & Engineering"
"Stasiak","An Introduction to Digital Fabrication: Methods, M","Physical Sciences & Engineering"
"Pavlina","Sheet Metal Forming of Advanced High-Strength Stee","Physical Sciences & Engineering"
"Qian","Security in Wireless Communication Networks","Physical Sciences & Engineering"
"Elachi","Introduction to the Physics and Techniques of Remo","Physical Sciences & Engineering"
"John","Fuzzyentists and Engineers","Physical Sciences & Engineering"
"Setoodeh","Nonlinear Filters: Theory and Applications","Physical Sciences & Engineering"
"Anders","Distributed Fiber Sensing and Dynamic Ratings of P","Physical Sciences & Engineering"
"Kumar","Linear Beam Optics in Accelerators","Physical Sciences & Engineering"
"Alshaer","Network Virtualization - Cloud Networkingls and Ar","Physical Sciences & Engineering"
"Pathirana","Human Motion Capture and Identification for Assist","Physical Sciences & Engineering"
"Cui","Underwater Wireless Networks: Principles, Protocol","Physical Sciences & Engineering"
"Hu","5G Mobile Wireless Communication Networks","Physical Sciences & Engineering"
"Sesia","LTE - The UMTS Long Term Evolution, From Theory to","Physical Sciences & Engineering"
"Stoica","MIMO Radar: From Theory to Practice","Physical Sciences & Engineering"
"Bose","Power Electronics in Renewable Energy Systems and ","Physical Sciences & Engineering"
"Grcev","Electromagnetic Modeling of Grounding Systems: Fro","Physical Sciences & Engineering"
"Sumper","Micro and Local Power Markets","Physical Sciences & Engineering"
"Jabbour","Printed Photonics and Optoelectronics - Scienceand","Physical Sciences & Engineering"
"Wereley","Magnetorheological and Electrorheological Fluids: ","Physical Sciences & Engineering"
"Farokhi","Propulsion and Power: Shaping the Future of Air Tr","Physical Sciences & Engineering"
"Choi","Pulsewidth Modulated DC-to-DC Power Conversion: Ci","Physical Sciences & Engineering"
"Luo","Incomplete Matrix Factorization with Big Data-Rela","Physical Sciences & Engineering"
"Pinson","Surface Modification of Polymers - Methods and App","Physical Sciences & Engineering"
"Kisacanin","Embedded and Mobile Computer Vision","Physical Sciences & Engineering"
"Kurdila","Vibrations of Linear Piezostructures","Physical Sciences & Engineering"
"Lindemeier","Mobile Edge Computing (MEC): Distributing the Clou","Physical Sciences & Engineering"
"Mishra","Connected World 2025 Technologies and Applications","Physical Sciences & Engineering"
"Ghavami","Applied Ultra Wideband Technology - Communications","Physical Sciences & Engineering"
"Zendehboudi","Carbon Capture, Utilization and Storage","Physical Sciences & Engineering"
"El-Sayed","Bird Strike in Aviation: Statistics, Analysis and ","Physical Sciences & Engineering"
"Chen","Nanocarbon-Nanocrystal Hybrid Structures: Synthesi","Physical Sciences & Engineering"
"Paul","Solid-State Sensors","Physical Sciences & Engineering"
"Wu","Microstructure-Based Analysis of Deformation Proce","Physical Sciences & Engineering"
"Varadan","Nanotechnology in Engineering and Healthcare","Physical Sciences & Engineering"
"H?land","Glass-Ceramic Technology, Third Edition","Physical Sciences & Engineering"
"Pecht","Electrical Connectors: Design, Selection and Testi","Physical Sciences & Engineering"
"Ozgoren","Kinematics of General Spatial Mechanical Systems","Physical Sciences & Engineering"
"Yang","Vehicle Scanning Method for Bridges","Physical Sciences & Engineering"
"Hawes","Autonomous Intelligent Robotics: An AI and Robotic","Physical Sciences & Engineering"
"Cyganek","An Introduction to 3D Computer Vision Techniques a","Physical Sciences & Engineering"
"Fairhurst","An Introduction to Biometrics: Tools, Techniques a","Physical Sciences & Engineering"
"Jutten","Source Separation in Physical-Chemical Sensing","Physical Sciences & Engineering"
"Vary","Digital Speech Transmission and Enhancement, 2nd E","Physical Sciences & Engineering"
"Hasan","Programmable Cloud Computing and Networking","Physical Sciences & Engineering"
"Uludag","Optimization of Smart Grid Design, Operations, and","Physical Sciences & Engineering"
"Snel","Wind Turbine Aerodynamics","Physical Sciences & Engineering"
"Kou","Welding Metallurgy Third Edition","Physical Sciences & Engineering"
"Eames","A Practical Guide to Large Scale Computational Flu","Physical Sciences & Engineering"
"Toyserkani","Metal Additive Manufacturing","Physical Sciences & Engineering"
"Massarotti","The Finite Element Method For Heat And Mass Transf","Physical Sciences & Engineering"
"Ananthakrishnan","Finite-Difference Method for Nonlinear Wave Hydrod","Physical Sciences & Engineering"
"Sabatini","Sustainable Aviation Engineering and Operations","Physical Sciences & Engineering"
"Hight","Advanced Soil Mechanics and Applications to Engine","Physical Sciences & Engineering"
"Paul","Vision-aided 2D & 3D Video Coding","Physical Sciences & Engineering"
"Sarkar","Digital Imaging Sensors","Physical Sciences & Engineering"
"Dehmeshki","Computer Aided Diagnosis for Medical Imaging: Desi","Physical Sciences & Engineering"
"Matherson","Digital Camera System Design and Image Quality Ana","Physical Sciences & Engineering"
"Peelo","Current Interruption Transients Calculation, Secon","Physical Sciences & Engineering"
"Abrate","Dynamics of composite and sandwich marine structur","Physical Sciences & Engineering"
"Lemort","Thermal Energy Management in Vehicles","Physical Sciences & Engineering"
"McCartney","Properties for Composite Materials: Theory, Applic","Physical Sciences & Engineering"
"Balas","Modern Control of Large Wind Turbines","Physical Sciences & Engineering"
"Kacprzyk","Multistage Fuzzy Control - A Model-Based Approacht","Physical Sciences & Engineering"
"Brennan","Virtual Experiments in Mechanical Vibrations: Stru","Physical Sciences & Engineering"
"Jukes","Advanced Analysis and Design of Subsea Pipelines","Physical Sciences & Engineering"
"Jukes","Subsea Pipeline Design and Engineering","Physical Sciences & Engineering"
"Jukes","Subsea Riser Design and Engineering","Physical Sciences & Engineering"
"Wagg","Analysis and Design of Morphing Structures","Physical Sciences & Engineering"
"Bresler","Sparsity and Low-Rank Models for Compressed Sensin","Physical Sciences & Engineering"
"Duffie","Solar Engineering of Thermal Processes, Fifth Edit","Physical Sciences & Engineering"
"Guo","Antennas and Wireless Power Transfer Methods for B","Physical Sciences & Engineering"
"Hu","Nanogap Electrodes","Physical Sciences & Engineering"
"Rawicz","Engineering Design of Medical Devices","Physical Sciences & Engineering"
"Cichocki","Adaptive Blind Signal and Image Processing: Theory","Physical Sciences & Engineering"
"Dey","Quantum Inspired Meta-heuristics for Image Analysi","Physical Sciences & Engineering"
"Mills","Carbon Fibre Composites Manufacturing Technology a","Physical Sciences & Engineering"
"May","Charge and Energy Transfer Dynamics in Molecular S","Physical Sciences & Engineering"
"Becker","Nanostructured Silicon for Photovoltaics - Optics,","Physical Sciences & Engineering"
"Carrella","Structural Dynamics in Engineering Design","Physical Sciences & Engineering"
"Kobelev","Composite Materials for Automotive Suspensions","Physical Sciences & Engineering"
"Gregory","Introduction to Flight Testing of Light Aircraft a","Physical Sciences & Engineering"
"Lu","Integrated Distribution Systems with AC/DC/Hybrid ","Physical Sciences & Engineering"
"Liu","Practical Applications of Bayesian Reliability","Physical Sciences & Engineering"
"Sarkar","Modern Characterization of Electromagnetic Systems","Physical Sciences & Engineering"
"Karmakar","Wireless and Guided Electromagnetism","Physical Sciences & Engineering"
"Quoilin","Organic Rankine Cycle Power Systems - Technical As","Physical Sciences & Engineering"
"Andrady","Science, Technology, and Applications of Polymer N","Physical Sciences & Engineering"
"Lazzari","Blockcopolymer Nanotechnology - From Processing to","Physical Sciences & Engineering"
"Santamarina","Soils and Waves: Geophysical Properties of Soils, ","Physical Sciences & Engineering"
"Hirakawa","Digital Camera Processing Pipeline","Physical Sciences & Engineering"
"Uzunoglu","Computational Engineering in Wind Power: Applicati","Physical Sciences & Engineering"
"Eroglu","RF/Microwave Engineering and Applications in Energ","Physical Sciences & Engineering"
"Alonso-Vante","Fundamentals of Electrocatalyst Materials and Inte","Physical Sciences & Engineering"
"P.M.","Natural Rubber Composites and Nanocomposites","Physical Sciences & Engineering"
"Sharon","Nanotechnology Used in the Defense Sector","Physical Sciences & Engineering"
"Gao","Reconstruction in Control Theory: Principles and P","Physical Sciences & Engineering"
"Popovski","Wireless Communications and Networks - A Fundament","Physical Sciences & Engineering"
"Pinson","Renewable Energy Forecasting: Meteorological and S","Physical Sciences & Engineering"
"Eliyan","Corrosion Inhibitors for Oil Pipelines:xperimental","Physical Sciences & Engineering"
"Kim","Design and Optimization for 5G Wireless Communicat","Physical Sciences & Engineering"
"Cho","Three-Dimensional Micro- and Nanodevices - Vol. 1:","Physical Sciences & Engineering"
"Rao","Phosphors for Displays and LED Lighting","Physical Sciences & Engineering"
"Hauer","Energy Storage Handbook 3 volume set","Physical Sciences & Engineering"
"Dasgupta","Intelligent Volumetric 3D Image Processing","Physical Sciences & Engineering"
"Brandt","Noise and Vibration Analysis: Signal Analysis and ","Physical Sciences & Engineering"
"Seidl","Verbundbr?cken mittlerer Spannweite - Entwurf, Kon","Physical Sciences & Engineering"
"Mousa","Compressive Sensing for Seismic Data Analysis","Physical Sciences & Engineering"
"Bae","Wireless Body Area Networks: Circuits and Systems","Physical Sciences & Engineering"
"Abdalla","Optical and Wireless Convergence for 5G Networks","Physical Sciences & Engineering"
"DGfM Service Gm","Der Eurocode 6 f?r Deutschland 2e - DIN EN1996 - K","Physical Sciences & Engineering"
"Bai","Formulas and Advanced Calculations for Ultimate St","Physical Sciences & Engineering"
"Speight","Rules of Thumb for Drilling Engineers","Physical Sciences & Engineering"
"Sadraey","Unmanned Aircraft Design Techniques oBook (PDF)","Physical Sciences & Engineering"
"Sweeney","Photonics for Sustainable Energy: The impact of li","Physical Sciences & Engineering"
"Poortmans","Thin Film Solar Cells Second Edition","Physical Sciences & Engineering"
"Onar","Inductive Resonant Wireless Power Transfer Systems","Physical Sciences & Engineering"
"Alamaniotis","Smart Electric Power: Integrating Power with Infor","Physical Sciences & Engineering"
"Pai","Metal Matrix Composites","Physical Sciences & Engineering"
"Li","Novel Electrochemical Energy Storage Devices - Mat","Physical Sciences & Engineering"
"Gutfleisch","Magnetic Cooling - From Fundamentals to High Effic","Physical Sciences & Engineering"
"Al-Jumaily","Pressure Oscillation in Biomedical Diagnostics and","Physical Sciences & Engineering"
"Teng","FRP-Concrete-Steel Hybrid Tubular Structures","Physical Sciences & Engineering"
"Roy","Nanomaterials for Electrochemical Energy Storage D","Physical Sciences & Engineering"
"Speight","Wind Energy","Physical Sciences & Engineering"
"Kress","Optics for Wearable Displays and Sensors: Virtual ","Physical Sciences & Engineering"
"Lalena","Principles of Inorganic Materials Design, Third Ed","Physical Sciences & Engineering"
"Engelbrecht","Computational Intelligence: An Introduction, Third","Physical Sciences & Engineering"
"Capmany","Microwave Photonics Signal Processing - Fundamenta","Physical Sciences & Engineering"
"VanLandingham","Nano- and Micro-Mechanics of Soft Condensed Matter","Physical Sciences & Engineering"
"Garcia Molina","Signal Processing Methods in EEG based Brain-Compu","Physical Sciences & Engineering"
"Altenbach","Mechanics of Plates and Shells","Physical Sciences & Engineering"
"Hussein","Phononics - Theory, Techniques and Applications","Physical Sciences & Engineering"
"Islam","The Sustainability of Nanotechnology: A Scientific","Physical Sciences & Engineering"
"Blanchet","Migrating to IPv6 - A Practical Guide for Implemen","Physical Sciences & Engineering"
"Gupta","Intelligent Data Analysis: From Data Gathering to ","Physical Sciences & Engineering"
"Morgan","Drone Technologies","Physical Sciences & Engineering"
"Xu","Distributed Energy Management of Electrical Power ","Physical Sciences & Engineering"
"Harmand","Optimization and Bioprocesses","Physical Sciences & Engineering"
"Kossiakoff","Systems Engineering Principles and Practice, Third","Physical Sciences & Engineering"
"Speight","Solar Energy","Physical Sciences & Engineering"
"Guerrero","Microgrids: Control and Operation","Physical Sciences & Engineering"
"Chadha","Optical WDM Networks","Physical Sciences & Engineering"
"Teng","FRP-Strengthened RC Structures 2e","Physical Sciences & Engineering"
"Glisic","Introduction to Strain-Based Structural Health Mon","Physical Sciences & Engineering"
"Lakshmisha","Principles of Combustion for Engineers","Physical Sciences & Engineering"
"Rogers","Iterative Learning Control Algorithms and Experime","Physical Sciences & Engineering"
"Iervolino","Probabilistic Seismic Risk Analysis","Physical Sciences & Engineering"
"Briede","Stormwater Management in Development and Construct","Physical Sciences & Engineering"
"Birk","Fundamentals of Ship Hydrodynamics: Fluid Mechanic","Physical Sciences & Engineering"
"Occhipinti","Organic Electronics: Modeling and Applications for","Physical Sciences & Engineering"
"Tulkoff","Design for Excellence in Electronics Manufacturing","Physical Sciences & Engineering"
"Castro","Successful Utility Business Transition for Distrib","Physical Sciences & Engineering"
"Ronanki","Modular Multilevel Converters for Electric Transpo","Physical Sciences & Engineering"
"Ivanov","Modular Fixtures: Analysis and Optimization","Physical Sciences & Engineering"
"Manesiotis","Molecularly Imprinted Polymers: Principles, Applic","Physical Sciences & Engineering"
"Panhuis","3D and 4D Printing of Soft Materials","Physical Sciences & Engineering"
"Kaltjob","Control Of Mechatronic Systems: Model-Driven Desig","Physical Sciences & Engineering"
"Loh","Structural System Identification and Damage Detect","Physical Sciences & Engineering"
"Larsen","Behavioral Simulation and Computing for Signal Pro","Physical Sciences & Engineering"
"Kakarala","Computational Photographic Aesthetics","Physical Sciences & Engineering"
"Holma","5G Technology: Future 3GPP Solution","Physical Sciences & Engineering"
"Wang","PID Control with Constraints: Design and Automatic","Physical Sciences & Engineering"
"Givord","Magnetism and Spintronics - A Concise Encyclopedia","Physical Sciences & Engineering"
"Hurtarte","Wi-Fi in 5G Networks: Integrating Local and Wide A","Physical Sciences & Engineering"
"Wu","LTE Radio Network Planning and Deployment","Physical Sciences & Engineering"
"Luzeaux","Resilience of Complex Systems","Physical Sciences & Engineering"
"Ahmed","Alginates: Biomedical and Food Industry Applicatio","Physical Sciences & Engineering"
"Mets?l?","5G Backhaul and Fronthaul","Physical Sciences & Engineering"
"Manring","Hydraulic Control Systems, Second Edition","Physical Sciences & Engineering"
"Cheah","Principles of Metamaterial Physics","Physical Sciences & Engineering"
"Seward","Structural Foundation Designer's Manual","Physical Sciences & Engineering"
"Fu","Smart Functional Polymer Hydrogels","Physical Sciences & Engineering"
"de Visser","Multivariate Splines in Systems and Control Theory","Physical Sciences & Engineering"
"Curtis","Maintaining Mission Critical Systems in a 24/7 Env","Physical Sciences & Engineering"
"Detournay","The Mechanics of Fluid-Driven Fractures - Theoryan","Physical Sciences & Engineering"
"Atamturktur","Predictive Modelling: Verification, Validation and","Physical Sciences & Engineering"
"Ghosh","Conjugated Polymer Nanostructures for Energy Conve","Physical Sciences & Engineering"
"Alim","Varistor Technology: Processing and Characterizati","Physical Sciences & Engineering"
"Lingard","Health and Safety in Construction Project Manageme","Physical Sciences & Engineering"
"Rodwell","Adapting Cities to Climate Change","Physical Sciences & Engineering"
"Qian","Security in Wireless Networks and Systems","Physical Sciences & Engineering"
"Jiao","Supramolecular Gels - Materials and Emerging Appli","Physical Sciences & Engineering"
"Sharif","Harsh Environment Electronics - Interconnect Mater","Physical Sciences & Engineering"
"Stiharu","Lubrication Systems for Aircraft Gas Turbine Engin","Physical Sciences & Engineering"
"Assadian","Robust Control: Youla Parameterization Approach","Physical Sciences & Engineering"
"Dulikravich","Electro-Magneto-Fluid-Dynamics Simulations OBk","Physical Sciences & Engineering"
"Majumdar","Design of Thermal Energy Systems","Physical Sciences & Engineering"
"Sera","Grid Connected Photovoltaic Power Systems","Physical Sciences & Engineering"
"Bordas","XFEM - The Extended Finite Element Method","Physical Sciences & Engineering"
"Ioinovici","Power Electronics & Energy Conversion Systems Volu","Physical Sciences & Engineering"
"Sabharwall","Thermal Energy Storage: Fundamentals & Application","Physical Sciences & Engineering"
"Pochiraju","Modeling and Simulation for Mechanical Engineers","Physical Sciences & Engineering"
"Kokhanovsky","Analytical Methods in Atmospheric Radiative Transf","Physical Sciences & Engineering"
"Ioinovici","Power Electronics & Energy Conversion Systems Volu","Physical Sciences & Engineering"
"Cai","Iterative Learning Control: An Introduction and En","Physical Sciences & Engineering"
"Xiros","Modeling and Simulation of Large-Scale, Nonlinear ","Physical Sciences & Engineering"
"Naito","Organic Semiconductors for Optoelectronics","Physical Sciences & Engineering"
"Mainardi","Biomedical Signal Processing Using Matlab: Theory&","Physical Sciences & Engineering"
"Tan","Collinear Holography - Devices, Materials, Data St","Physical Sciences & Engineering"
"Cutululis","Control of Wind Power: Turbines, Plants and Offsho","Physical Sciences & Engineering"
"Zhu","Solid Oxide Fuel Cells - From Electrolyte-based to","Physical Sciences & Engineering"
"Sharkh","Electrical Systems: An Introduction for Non-Electr","Physical Sciences & Engineering"
"Whatmore","Pyroelectric and Electrocaloric Materials and Devi","Physical Sciences & Engineering"
"Jukes","Introduction to Offshore Engineering","Physical Sciences & Engineering"
"Kao","Wafer Manufacturing - Shaping of Single Crystal Si","Physical Sciences & Engineering"
"Kagan","Autonomous Mobile Robots and Multi-Robot Systems: ","Physical Sciences & Engineering"
"Clive","Wind Power Applications of LiDAR","Physical Sciences & Engineering"
"Shen","Flexible Supercapacitors: Materials and Applicatio","Physical Sciences & Engineering"
"Marshall","UAS Integration into Civil Airspace: Policy, Regul","Physical Sciences & Engineering"
"Jiang","Novel Carbon Materials and Composites: Synthesis, ","Physical Sciences & Engineering"
"Eppich","Laser Beam Characterization","Physical Sciences & Engineering"
"Huo","Vibration Assisted Machining: Theory, Modelling an","Physical Sciences & Engineering"
"Kindmann","Verbindungen im Stahl- und Verbundbau 4e","Physical Sciences & Engineering"
"Du","Computer Simulations of Glasses: Methodologies and","Physical Sciences & Engineering"
"Capata","The Organic Rankine Cycle Energy Recovery System: ","Physical Sciences & Engineering"
"Zou","Future Proofing for Sustainable and Resilient Infr","Physical Sciences & Engineering"
"Ashraf","Behaviour and Design of Stainless Steel Structures","Physical Sciences & Engineering"
"Nedelcu","Dual Gradient Methods: Theory and Applications","Physical Sciences & Engineering"
"Santoso","Fault Location in Transmission and Distribution Sy","Physical Sciences & Engineering"
"Fofi","Active 3D Sensing: Theory and Applications","Physical Sciences & Engineering"
"Watson","Handbook of Wind Resource Assessment","Physical Sciences & Engineering"
"Sharon","Machine Design and Control","Physical Sciences & Engineering"
"Crocker","Engineering Acoustics - Noise and Vibration Contro","Physical Sciences & Engineering"
"Beaman","Modeling of Physical Systems","Physical Sciences & Engineering"
"Hartfield, Jr.","Applied Rocket Propulsion","Physical Sciences & Engineering"
"Vucina","Numerical Modeling, Analysis and Optimization in E","Physical Sciences & Engineering"
"Burczynski","Multiscale Modelling and Optimization of Materials","Physical Sciences & Engineering"
"Edwards","Managing Your Project Risks","Physical Sciences & Engineering"
"Sodagar","Implantable Microsystems for Brain-Machine Interfa","Physical Sciences & Engineering"
"Chandramouli","5G for the Connected World","Physical Sciences & Engineering"
"Reinhardt","Texturing, Cleaning, and Etching","Physical Sciences & Engineering"
"Vaseghi","Advanced Digital Signal Processing and Noise Reduc","Physical Sciences & Engineering"
"Jain","Critical State Soil Mechanics: Theory and Applicat","Physical Sciences & Engineering"
"Zaharia","GALILEO - The European Global Navigation Satellite","Physical Sciences & Engineering"
"Ioinovici","Power Electronics & Energy Conversion Systems Volu","Physical Sciences & Engineering"
"Pan","Photonics for THz and Millimeter Waves in Ultra-Fa","Physical Sciences & Engineering"
"Williams","Principles of Active Flow Control","Physical Sciences & Engineering"
"Haque","Multi-Scale Damage Modeling for Advanced Composite","Physical Sciences & Engineering"
"Andrews","Bioengineering For Engineers: Applying Engineering","Physical Sciences & Engineering"
"Falcone","Heterogeneous Wireless Systems in Indoor Environme","Physical Sciences & Engineering"
"Gader","Understanding Hyperspectral Image and Signal Proce","Physical Sciences & Engineering"
"Wu","Integrated Energy Supply Networks","Physical Sciences & Engineering"
"Li","Lead-free Piezoelectric Materials","Physical Sciences & Engineering"
"Fan","Textile-based Energy Harvesting and Storage Device","Physical Sciences & Engineering"
"Casagranda","Collaboration in Construction","Physical Sciences & Engineering"
"Pirsch","Architectures for Digital Signal Processing, 2nd E","Physical Sciences & Engineering"
"Lee","Introduction to Flat Panel Displays, 2e","Physical Sciences & Engineering"
"Korowajczuk","Network Video: Technology, Planning and Implementa","Physical Sciences & Engineering"
"Popp","Hollow Core Fibers - New Developments and Key Appl","Physical Sciences & Engineering"
"Zhou","Surface Modification with Polymers","Physical Sciences & Engineering"
"Wang","Capacitors in Power Electronics Applications: Sizi","Physical Sciences & Engineering"
"Harris","Principles and Engineering Applications of Ferrite","Physical Sciences & Engineering"
"Martinez-Velasc","Transient Analysis of Power Systems: A Practical A","Physical Sciences & Engineering"
"Tiwari","Corrosion and Corrosion Sensing: Fundamentals and ","Physical Sciences & Engineering"
"Hobbs","Building Electro-Optical Systems: Making It All Wo","Physical Sciences & Engineering"
"Lian","Harmonic Modelling of Power Converters Using Time ","Physical Sciences & Engineering"
"Thomas","Coal Geology 3e","Physical Sciences & Engineering"
"Holst","Br?cken aus Stahlbeton und Spannbeton 7e - Entwurf","Physical Sciences & Engineering"
"Chen","Electronic Packaging Science and Technology","Physical Sciences & Engineering"
"Bachor","A Guide to Experiments in Quantum Optics 3e","Physical Sciences & Engineering"
"Vannithamby","5G Verticals: Customising Applications, Technologi","Physical Sciences & Engineering"
"Liang","Organic and Hybrid Semiconductors for Energy Conve","Physical Sciences & Engineering"
"Kermani","Engineering Aspects of Corrosion and Materials in ","Physical Sciences & Engineering"
"Jiang","Materials for Carbon Capture","Physical Sciences & Engineering"
"Ray","Oxide Electronics","Physical Sciences & Engineering"
"Wang","Flexible and Wearable Electronics for Smart Clothi","Physical Sciences & Engineering"
"Huang","Microcavity Semiconductor Lasers - Principles, Des","Physical Sciences & Engineering"
"Stevens","Applied Glass Science","Physical Sciences & Engineering"
"Isayev","Materials Informatics - Methods, Tools and Applica","Physical Sciences & Engineering"
"Allen","Engineering Analysis and Design of Beams","Physical Sciences & Engineering"
"Kenett","Systems Engineering in the Fourth Industrial Revol","Physical Sciences & Engineering"
"Blume","Grounding Principles of De-energized Power Facilit","Physical Sciences & Engineering"
"Kapania","Variational and Energy Methods in Structural Mecha","Physical Sciences & Engineering"
"Ramalingam","Scaffolds for Stem Cells","Physical Sciences & Engineering"
"Asgarov","Inspection of Rig Equipment","Physical Sciences & Engineering"
"Greener","Polyester Films: Materials, Processes and Applicat","Physical Sciences & Engineering"
"Chhetri","Green Buildings","Physical Sciences & Engineering"
"Oberauer","Solar Neutrino Physics - The Interplay between Par","Physical Sciences & Engineering"
"Sheldrake","Handbook of Electrical Engineering: For Practition","Physical Sciences & Engineering"
"Del Villar","Optical Fiber Sensors: Fundamentals for Developmen","Physical Sciences & Engineering"
"Xia","Transmit Beamforming in Modern Wireless Communicat","Physical Sciences & Engineering"
"Saeed","Biofuels: Combustion and Emissions","Physical Sciences & Engineering"
"Scheer","Chalcogenide Photovoltaics - Physics, Technologies","Physical Sciences & Engineering"
"Cioclov","Nanomechanics of Structural Materials - Advanced T","Physical Sciences & Engineering"
"Narayan","Nanostructured Semiconductor Thin Films","Physical Sciences & Engineering"
"Tewari","Space Dynamics: An Introduction","Physical Sciences & Engineering"
"Westphal","Information Centric Networks","Physical Sciences & Engineering"
"Li","Advanced Thermoelectric Materials - Fundamentalsan","Physical Sciences & Engineering"
"Chin","Production","Physical Sciences & Engineering"
"Bergman","Optical Transport Networks - A Cross-Layer Approac","Physical Sciences & Engineering"
"Boyer","Worst-case Performance in Networks: Min-Plus Algeb","Physical Sciences & Engineering"
"Py","Thermal Energy Storage","Physical Sciences & Engineering"
"Pons","Wearable Robots, Second Edition","Physical Sciences & Engineering"
"Mohammadi","Multiscale Biomechanics: Theory and Applications","Physical Sciences & Engineering"
"J?ger","Mauerwerk - Bemessung nach Eurocode 6","Physical Sciences & Engineering"
"Becker","Baustoffe im Ingenieurholzbau","Physical Sciences & Engineering"
"Montazami","Transient Materials","Physical Sciences & Engineering"
"Huerta","Arches, Vaults and Domes - Geometry and Equilibriu","Physical Sciences & Engineering"
"Mensinger","Steel Composite Construction in Building and Bridg","Physical Sciences & Engineering"
"Primus","Ceramics in Dentistry","Physical Sciences & Engineering"
"Ikesue","Processing of Ceramics: Breakthroughs in Optical M","Physical Sciences & Engineering"
"Roth","Foundations of Solid State Physics - Dimensionalit","Physical Sciences & Engineering"
"Sevic","The Loadpull Method of RF and Microwave Power Ampl","Physical Sciences & Engineering"
"Braun","Satellite Communications Payload and System, Secon","Physical Sciences & Engineering"
"Lattanzio","The Tunnel Field-Effect Transistor: Theory and App","Physical Sciences & Engineering"
"Duvillaret","Electro-optics for Non-ionizing Radiation Dosimetr","Physical Sciences & Engineering"
"Prince","Magnetic RAMs and Spintronics Memory in Logic","Physical Sciences & Engineering"
"Song","NMR in Porous Media - Principles and Applications","Physical Sciences & Engineering"
"Ebnesajjad","Concise Handbook of Commercial Fluorocarbons and F","Physical Sciences & Engineering"
"Arnault","Nanocarbons and Their Hybrids: From Synthesis to A","Physical Sciences & Engineering"
"Wolfe","A Guide to Legal Issues for Scientists: Rights and","Physical Sciences & Engineering"
"Fuchs","Introduction to Energy, Renewable Energy and Elect","Physical Sciences & Engineering"
"Sun","Luminescent Nanomaterials for Biological and Chemi","Physical Sciences & Engineering"
"Ekberg","Advanced Nuclear Fuel Cycles - Manufacturing, Recy","Physical Sciences & Engineering"
"Li","Structural Response to Blast Loading","Physical Sciences & Engineering"
"Amiri","Impact of Attention on Perception in Cognitive Dyn","Physical Sciences & Engineering"
"Ramalingam","Nanofibers for Regenerative Medicine","Physical Sciences & Engineering"
"Bouillard","Deterministic Network Calculus","Physical Sciences & Engineering"
"Lestriez","Electrodes Formulation: Fabrication and Architectu","Physical Sciences & Engineering"
